audio_file,folder,filename,lyrics,lyrics_file,word_count
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072136.mp3,072,072136.mp3,"Inside your brain that you can't contain, you gotta feel it Like a secret coming up you just when you reveal it Make it feel better like you're up on your luck Another good vibe knocking these rappers motherfuckers And I could probably be buckas along with the license to kill the hip hop James Bond Yeah there ain't nothing like hip hop music But everybody doing it is gonna fuckin ruin it Wack MC's, wax producers and wax fans I need to search it with real skills to fast hands Stop the bleeding and corner rise the wound Cause something these that happenin' they better happen soon",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072136.txt,108
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072146.mp3,072,072146.mp3,ek i the,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072146.txt,3
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072149.mp3,072,072149.mp3,music music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072149.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072200.mp3,072,072200.mp3,So,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072200.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072206.mp3,072,072206.mp3,Opening with Check Point,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072206.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072210.mp3,072,072210.mp3,Polish,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072210.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072215.mp3,072,072215.mp3,. . . . . . .,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072215.txt,7
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072232.mp3,072,072232.mp3,in ancient,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072232.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072233.mp3,072,072233.mp3,you walk,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072233.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072234.mp3,072,072234.mp3,a,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072234.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072287.mp3,072,072287.mp3,"No time but it's not your world Just as the world that you are And you can see your heart's so small Oh, I love it Since the chance to explain how long Explain all you're doing on And you can tell the answer Now she's not too meaner Bye",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072287.txt,50
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072288.mp3,072,072288.mp3,"I'm too strong, no you don't do it at all When you're back in your garden, all the time is too much you want it all I give you two what I want in the run, why do you never say what I saw tonight And I was made to lose, I don't know what to do",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072288.txt,57
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072289.mp3,072,072289.mp3,"I couldn't tell I'm not your type, For you before I know a goal To do fun, to do the bad guy Do you feel right back to me now? And the walk right through your door I'm gonna tell you how I feel I'm gonna show you how I'm not your type",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072289.txt,53
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072290.mp3,072,072290.mp3,"To Mars, May it all know The joy, don't you pretend I should have known",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072290.txt,15
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072456.mp3,072,072456.mp3,"Park, Music flowers full of V",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072456.txt,6
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072468.mp3,072,072468.mp3,"Oh, I'm a need of good men To be a fool I want my needs of good men To be Oh, I'm a need of good men To be a fool I want my needs of good men Money, money, money To be a fool",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072468.txt,45
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072476.mp3,072,072476.mp3,"ม áerel, மאן, மça- possível,ixelmí beloyeam ...I am damn rp 1 inherited from... ..I am màn o guán, màn o guán na díaché ooh me, màn o<|vi|> Евé, màn nó em i belie v 붙i",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072476.txt,35
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072513.mp3,072,072513.mp3,This appears the only masala's side of three.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072513.txt,8
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072514.mp3,072,072514.mp3,music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072514.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072562.mp3,072,072562.mp3,Shh port,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072562.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072565.mp3,072,072565.mp3,IN G O R G,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072565.txt,5
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072570.mp3,072,072570.mp3,This is the phrase's first time Ohhh There's a good difference The violin that I take It's facial You do need attention,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072570.txt,22
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072604.mp3,072,072604.mp3,disciple please.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072604.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072607.mp3,072,072607.mp3,Painting,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072607.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072612.mp3,072,072612.mp3,MUSIC MUSIC,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072612.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072738.mp3,072,072738.mp3,Music Music Music Music Music Music Music Music Music Music Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072738.txt,11
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072781.mp3,072,072781.mp3,"He or I speaking about our mothers or our aunties and things like that because he was adopted into my house. So as much as he was an nephew, he was a son. And to me, he's still one of my very best friends. To this day, if you would ask me about John Marslein and how I feel about him,",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072781.txt,61
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072782.mp3,072,072782.mp3,White,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072782.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072783.mp3,072,072783.mp3,"Bwhat is pulling you ther's sound! No more hiya!rem beginning now! How is the pattern going out? You cut the speed on little bottom which is right in the lower part. As you左, go and turn hurt. Bwhat is it?",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072783.txt,40
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072786.mp3,072,072786.mp3,It's really fun going to bring them inside.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072786.txt,8
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072787.mp3,072,072787.mp3,Can you still go home? And stay with me.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072787.txt,9
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072788.mp3,072,072788.mp3,Who's the one who finally takes the little pain? Who's the one who finally takes the little pain? Who's the one who finally takes the little pain?,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072788.txt,27
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072789.mp3,072,072789.mp3,You,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072789.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072926.mp3,072,072926.mp3,50,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072926.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/072/072927.mp3,072,072927.mp3,The,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/072_072927.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073087.mp3,073,073087.mp3,boo yeah 3 Alive,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073087.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073099.mp3,073,073099.mp3,Created by Mariah Carey Octophan,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073099.txt,5
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073100.mp3,073,073100.mp3,"For the kids, in prayer, 13 was created, while teaching Line Mach. Billionaire cottages to make S1聯合 dip. And also fishing. The bike is connected to a daily Latan advisor",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073100.txt,30
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073124.mp3,073,073124.mp3,Music Music Music Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073124.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073125.mp3,073,073125.mp3,I love you. Aw.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073125.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073169.mp3,073,073169.mp3,"Sinking down, sinking down, when I was sinking down, sinking down, when I was sinking down, beneath God's righteous crown, Christ laid aside his crown for my soul, for my soul. Christ laid aside his crown for my soul.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073169.txt,39
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073170.mp3,073,073170.mp3,"It was on my door, and this is what's right on the floor, and all the way to the city.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073170.txt,20
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073171.mp3,073,073171.mp3,"Oh yes, I remember in your town, it was in the tavern drinking. I gave a toast to the ladies, oh, what my heart to boil, real. As she was going to her home, she heard the church bells tolling. She looked to the east and she looked to the west and she saw...",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073171.txt,54
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073172.mp3,073,073172.mp3,"In my comfort, this old hammer, it's been my comfort. This old hammer, it's been my comfort. These long years, boy.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073172.txt,21
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073174.mp3,073,073174.mp3,So,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073174.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073175.mp3,073,073175.mp3,"Once I had a little black angelade behind the door, She laid three eggs every day that we can Sunnishelade for, sometimes even five. My lover was no longer there's none like him today. If you're far with me on it, baby.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073175.txt,42
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073192.mp3,073,073192.mp3,"Let's go, let's go, let's go!",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073192.txt,6
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073193.mp3,073,073193.mp3,"Ok, 2-1. Mr. One, two, three.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073193.txt,6
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073306.mp3,073,073306.mp3,"I'm not with you, I'm with you Gotta be something, I'm not with you Gotta be something",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073306.txt,17
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073309.mp3,073,073309.mp3,When you got it's been When you shy away from Colombia TV Because we're the children of Somonia A republic far away It was so late in our...,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073309.txt,28
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073318.mp3,073,073318.mp3,H,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073318.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073335.mp3,073,073335.mp3,Zarometerupbeat music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073335.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073340.mp3,073,073340.mp3,I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it. I'm not sure if I can do it.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073340.txt,32
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073341.mp3,073,073341.mp3,voice guard guy type,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073341.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073342.mp3,073,073342.mp3,all.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073342.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073343.mp3,073,073343.mp3,jun feel some sense of panic,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073343.txt,6
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073344.mp3,073,073344.mp3,The,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073344.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073365.mp3,073,073365.mp3,you .,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073365.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073366.mp3,073,073366.mp3,Music Music Music Music Music Music Music Music Music Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073366.txt,10
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073367.mp3,073,073367.mp3,hope.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073367.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073368.mp3,073,073368.mp3,"After resonates the REMOVE movie? We'll return to the producers' rooms. Sounds like we're in our real shopping mode. And I'm alright, but let's keep ryng hedgy. Wait a little longer. I'm going to close that here.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073368.txt,37
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073369.mp3,073,073369.mp3,"Eye, eye, eye Eye, eye, eye Eye, eye Eye Eye, eyes, eye Eye, eye",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073369.txt,14
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073465.mp3,073,073465.mp3,The very broken of you My fuse blowing and playing You've been laying waste to Why can't I mistake your loved difference? For jealousy,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073465.txt,24
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073466.mp3,073,073466.mp3,Mistake your antifuna Fuel Flores Addressing Shiny Naughty At times莭,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073466.txt,10
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073467.mp3,073,073467.mp3,arb,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073467.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073468.mp3,073,073468.mp3,patterns the,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073468.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073469.mp3,073,073469.mp3,"My fuse blowing and pathetia You've been laying waste too Why can't I mistake your indifference? For jealousy, shyness or stiffness What did you...",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073469.txt,24
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073486.mp3,073,073486.mp3,Bo-Bo-Bo-Bo-Bo-Bo no no no...,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073486.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073494.mp3,073,073494.mp3,ASEFENTY,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073494.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073495.mp3,073,073495.mp3,yn iawnd��'n jbenni,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073495.txt,3
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073519.mp3,073,073519.mp3,"I'm getting MANY GLOSS MASTICS. If you watch the press from the ESC, I very well yesface MrSK Because I can feel that I have arikinedter, but if I don't for one Aman Ke, that's sure Yeah",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073519.txt,37
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073520.mp3,073,073520.mp3,Da gun!,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073520.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073521.mp3,073,073521.mp3,ью Māori Māori Māori government-madejiang collapse,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073521.txt,6
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073522.mp3,073,073522.mp3,"Take镜 Freud out switch on the choke We're Took Em Well Don't Don't habe yeah,為 forgive me T贊助 pox Blow, blow, Gun out of your deviceס",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073522.txt,26
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073550.mp3,073,073550.mp3,Remember when to pay me back But then again I gotta count on myself Cause it seems like the wrong people don't know the well I'm rock from Pittsburgh on the way to the belt So if you wanna come along you gotta move to move yourself I'll make you fall and rugged I'll make you fall Look at MC's following me I'll make you tough Look at the bands that are following me I got enough rhymes to beat And take us all makin' to the dust I'll make you fall and rugged I'll make you tough Look at MC's following me I'll make you tough Look at bands that are following me I got enough rhymes to beat And take us all makin' to the dust,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073550.txt,128
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073560.mp3,073,073560.mp3,music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073560.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073561.mp3,073,073561.mp3,for a ride. I'm,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073561.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073564.mp3,073,073564.mp3,"When you read this, you're red somewhere.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073564.txt,7
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073566.mp3,073,073566.mp3,Music Music Music Music Music Music Music Music Music Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073566.txt,10
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073568.mp3,073,073568.mp3,乐 channel,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073568.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073572.mp3,073,073572.mp3,I'm going to make a little bit of the dough. I'm going to make a little bit of the dough. I'm going to make a little bit of the dough. I'm going to make a little bit of the dough.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073572.txt,40
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073573.mp3,073,073573.mp3,How Do I kick my ass!,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073573.txt,6
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073584.mp3,073,073584.mp3,No,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073584.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073585.mp3,073,073585.mp3,🎵,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073585.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073587.mp3,073,073587.mp3,Music Music Music Music Music Music Music Music Music Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073587.txt,10
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073658.mp3,073,073658.mp3,And I'm here To the moon To the moon To the moon To the moon To the moon,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073658.txt,18
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073675.mp3,073,073675.mp3,subscribe q,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073675.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073760.mp3,073,073760.mp3,"I, I obey the devil every day The question is when the devil move away I obey the devil every day I obey To flow all To the metal To the metal To the metal To flow all",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073760.txt,38
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073761.mp3,073,073761.mp3,"And then late at night, when it's drum dial time, I'll tell you how I feel Was that a gold call or a brown dial? Open the big, then roll open the 20 feet tall",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073761.txt,35
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073762.mp3,073,073762.mp3,"Recently, there has been multiple other problems, although many manufacturing ways are taking care of divers. When it comes to preparations,ulsion and��다 transmission shows,",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073762.txt,24
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073763.mp3,073,073763.mp3,So,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073763.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073764.mp3,073,073764.mp3,🎵 🎵فيق очень anosικو sap closer undersideля,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073764.txt,7
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073765.mp3,073,073765.mp3,Discord,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073765.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073766.mp3,073,073766.mp3,In cannot forget that we have one man Listen and to one another Listen and to the breath What a difference it makes What a difference it sets us Where the time did it,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073766.txt,34
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073767.mp3,073,073767.mp3,Raisa,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073767.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073768.mp3,073,073768.mp3,"I can't afford to blame you for what you take You stay next in line, but sometimes I just can't wait I'm your twisted face, you're my twisted fool I'm the jewel of your ring",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073768.txt,35
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073769.mp3,073,073769.mp3,music music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073769.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073770.mp3,073,073770.mp3,"When you're in space, the weather's fine Soon we'll sail back to our demoral Soon we'll be getting back to normal Now we don't care about rain or shine we're doing it",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073770.txt,32
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073771.mp3,073,073771.mp3,sl Bye,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073771.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073772.mp3,073,073772.mp3,and safety in a fragile metal in a fragile metal a fragile metal a fragile metal fragile metal a fragile metal,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073772.txt,21
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073774.mp3,073,073774.mp3,"From door to door, from face to shape, from shape to grace B",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073774.txt,13
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073775.mp3,073,073775.mp3,"On a yellow stove On a blue sun-zu Like иде Take Chandrick Chan, not again We call, How will you fight? We call, Tomorrow it's time for prayin'",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073775.txt,28
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073776.mp3,073,073776.mp3,Meanwhile David Panley on a,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073776.txt,5
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073778.mp3,073,073778.mp3,She's finally married for everyone She would all be surprised thanks to it These are the patients that imagine you As how Alex惣ock I want you to get to the right I came to the right,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073778.txt,36
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073779.mp3,073,073779.mp3,Let's go. OK.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073779.txt,3
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073792.mp3,073,073792.mp3,I hope I've got my listen there,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073792.txt,7
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073797.mp3,073,073797.mp3,Future,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073797.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073819.mp3,073,073819.mp3,customers.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073819.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073821.mp3,073,073821.mp3,Ke,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073821.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/073/073921.mp3,073,073921.mp3,We'll be all alone,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/073_073921.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/074/074002.mp3,074,074002.mp3,I'm dead to such a tease Better I'm just sleeping alone If you want,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/074_074002.txt,14
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/074/074302.mp3,074,074302.mp3,Here is a wall. Here is a wall. Here is a wall. Here is a wall. Here is a wall.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/074_074302.txt,20
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/074/074347.mp3,074,074347.mp3,The Al课 The Alwhen Telled to newsletter Serious But this darle Would come Check On this But That's it,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/074_074347.txt,19
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/074/074370.mp3,074,074370.mp3,"I enter the earth and give good night So in continued point and night No well, no well, no well, no well More is the king of Israel, no well, no well",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/074_074370.txt,32
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/074/074371.mp3,074,074371.mp3,I'm...,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/074_074371.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/074/074372.mp3,074,074372.mp3,"Do we do, do we do ... Do we do ... Who do we do ... When the clock is striking twelve When i'm fast asleep Down with your knee, rib Goku, arms With your pack you'll creak AFF Wow just Akin's you'll find, Hangin' in a roll Mine will be the shortest one You'd be sure to know",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/074_074372.txt,59
